entity1,relations,entity2
Q39911,P361,Q578
Q160232,P461,Q316
Q160232,P1542,Q770480
Q7515398,P279,Q9415
Q298364,P31,Q5
Q298364,P1196,Q149086
Q298364,P1399,Q132821
Q298364,P91,Q6636
Q298364,P106,Q4991371
Q298364,P1884,Q202466
Q132821,P279,Q149086
Q132821,P279,Q83267
Q132821,P2670,Q17197559
Q132821,P1889,Q149086
Q132821,P1889,Q3882219
Q4338318,P361,Q7087
Q4338318,P460,Q7087
Q4338318,P527,Q160402
Q486748,P2283,Q5994
Q342306,P1889,Q1199068
Q205961,P279,Q1347367
Q205961,P279,Q9081
Q3109189,P641,Q12100
Q3109189,P360,Q8171
Q650711,P1552,Q124490
Q650711,P3095,Q1414937
Q650711,P3095,Q4991371
Q14660,P180,Q6256
Q1412160,P279,Q9415
Q1412160,P1889,Q752118
Q1412160,P1269,Q182263
Q1412160,P1269,Q9418
Q1412160,P31,Q9415
Q366,P1552,Q15292
Q366,P361,Q600571
Q179723,P279,Q628455
Q179723,P1269,Q9174
Q179723,P2283,Q729
Q179723,P2283,Q5
Q208195,P461,Q81938
Q208195,P279,Q9415
Q49007,P279,Q28823
Q49007,P366,Q6033694
Q515,P279,Q177634
Q515,P1889,Q3957
Q515,P3729,Q3957
Q1126160,P279,Q381160
Q1570182,P279,Q214609
Q11002,P279,Q2095
Q11002,P1889,Q37525
Q2066131,P425,Q349
Q186892,P1995,Q9418
Q41273,P4934,Q11423
Q41273,P4934,Q11465
Q1124198,P279,Q205555
Q1124198,P101,Q5891
Q1124198,P31,Q151885
Q1166770,P361,Q336
Q1166770,P361,Q11024
Q1166770,P279,Q11024
Q1329012,P361,Q641118
Q1368,P1889,Q8142
Q1368,P366,Q601401
Q38926,P279,Q11024
Q1420,P527,Q44167
Q1420,P527,Q2207370
Q1420,P527,Q13693
Q1420,P527,Q194302
Q1420,P366,Q82650
Q1420,P366,Q334401
Q1420,P1542,Q61509
Q11081619,P1889,Q2
Q1318295,P1552,Q33005760
Q80687,P31,Q28640
Q131514,P279,Q2207370
Q41500,P361,Q756
Q1726864,P31,Q9415
Q12511,P361,Q41176
Q11461,P461,Q502261
Q558363,P927,Q7364
Q558363,P2670,Q7364
Q558363,P1889,Q162668
Q188652,P31,Q11424
Q188652,P136,Q188473
Q3711325,P361,Q11465
Q3711325,P1889,Q11465
Q208160,P31,Q157811
Q208160,P1382,Q362547
Q203872,P31,Q151885
Q203872,P460,Q468777
Q482919,P279,Q134307
Q430727,P461,Q178354
Q12684,P279,Q11042
Q12684,P1269,Q9053464
Q165947,P1542,Q213449
Q2763,P31,Q41397
Q337349,P31,Q157811
Q337349,P527,Q666985
Q337349,P1382,Q1530061
Q337349,P1382,Q1683540
Q337349,P461,Q170028
Q1553259,P279,Q46744
Q1553259,P1269,Q179289
Q5887,P279,Q208195
Q205555,P279,Q160402
Q205555,P527,Q328835
Q205555,P1889,Q9415
Q205555,P1889,Q173253
Q205555,P828,Q9415
Q11633,P366,Q208195
Q11633,P31,Q735
Q11633,P3095,Q33231
Q628523,P279,Q11028
Q628523,P366,Q11024
Q628523,P1552,Q1530061
Q241741,P361,Q7860
Q7242,P461,Q1415055
Q7242,P1382,Q1207152
Q222749,P31,Q735
Q222749,P3095,Q33999
Q222749,P1889,Q184485
Q11472,P366,Q735
Q11472,P366,Q191529
Q7881,P361,Q729
Q7881,P527,Q265868
Q376,P279,Q11019
Q787483,P279,Q131841
Q308859,P279,Q1503443
Q8454,P279,Q149086
Q8454,P279,Q186361
Q104137,P31,Q11424
Q104137,P921,Q25372
Q83500,P461,Q795
Q83500,P460,Q353284
Q93184,P1889,Q11629
Q125191,P279,Q49848
Q125191,P279,Q478798
Q125191,P2079,Q11633
Q360071,P31,Q7397
Q185030,P279,Q5
Q130741,P1889,Q182593
Q130741,P1889,Q34516
Q36348,P1269,Q35831
Q186075,P279,Q309
Q6428674,P2579,Q309
Q23445,P461,Q23444
Q23445,P31,Q1075
Q8242,P279,Q735
Q215627,P279,Q795052
Q215627,P1552,Q48277
Q215627,P1552,Q641118
Q215627,P1889,Q5
Q15292,P279,Q3796713
Q15292,P461,Q15290
Q215972,P461,Q245204
Q7064,P361,Q208195
Q7064,P31,Q5891
Q8094,P279,Q483247
Q8094,P1269,Q11663
Q303312,P31,Q11424
Q1207302,P129,Q2095
Q19426,P1269,Q1075
Q181600,P279,Q5
Q181600,P1889,Q15304496
Q780687,P279,Q321839
Q1124733,P279,Q35140
Q40763,P279,Q2095
Q36963,P279,Q192581
Q36963,P279,Q47728
Q36963,P156,Q213449
Q36963,P121,Q34168
Q9510,P1552,Q468777
Q9510,P31,Q151885
Q9614,P366,Q124794
Q23392,P279,Q283
Q23392,P1269,Q283
Q23392,P186,Q283
Q2975393,P361,Q21201
Q2975393,P279,Q215627
Q9215,P31,Q5
Q9215,P101,Q41630
Q9215,P39,Q121594
Q193168,P156,Q344
Q193168,P155,Q192630
Q193168,P361,Q11471
Q93352,P279,Q468756
Q11035,P279,Q11019
Q11035,P366,Q131395
Q424543,P527,Q9081
Q424543,P361,Q1026040
Q17278,P1552,Q36253
Q17278,P1889,Q9941
Q17278,P1889,Q204
Q185583,P279,Q5159627
Q185583,P527,Q11002
Q185583,P186,Q11002
Q7364,P366,Q162668
Q68,P527,Q7397
Q723897,P461,Q508291
Q723897,P1557,Q215772
Q1425577,P361,Q9465
Q35473,P366,Q210064
Q35473,P186,Q11469
Q3429919,P279,Q37260
Q3429919,P1889,Q103076
Q3429919,P3095,Q28389
Q595094,P279,Q31184
Q595094,P461,Q10861465
Q595094,P461,Q31184
Q3196,P828,Q133235
Q3196,P1536,Q210064
Q1139327,P279,Q52948
Q505619,P461,Q2915214
Q7087,P460,Q4338318
Q80071,P279,Q3695082
Q80071,P279,Q478798
Q80071,P460,Q3695082
Q13422881,P279,Q32489
Q13422881,P31,Q39546
Q19,P279,Q3796713
Q19,P279,Q9332
Q7958,P279,Q1200750
Q7958,P3712,Q46744
Q558116,P17,Q183
Q517,P106,Q372436
Q517,P106,Q39018
Q517,P31,Q5
Q8078,P527,Q179289
Q8078,P31,Q336
Q8078,P279,Q5891
Q420632,P31,Q82799
Q20204151,P1552,Q4440864
Q50030,P279,Q11629
Q174583,P279,Q49393
Q168983,P279,Q3196
Q168983,P279,Q3839081
Q168983,P1536,Q130768
Q168983,P1536,Q109607
Q192581,P1889,Q656365
Q7925,P279,Q11663
Q7925,P1542,Q8068
Q7925,P527,Q283
Q603773,P31,Q483394
Q489750,P1889,Q193432
Q5377,P279,Q877517
Q10861465,P279,Q31184
Q10861465,P461,Q595094
Q128758,P279,Q35874
Q339747,P31,Q264965
Q1751358,P279,Q223642
Q13430821,P527,Q215627
Q13430821,P1889,Q177634
Q775842,P31,Q9415
Q775842,P279,Q9415
Q506,P361,Q220869
Q180284,P361,Q9635
Q1140647,P641,Q5369
Q33767,P527,Q620207
Q33767,P527,Q83360
Q144,P366,Q39201
Q144,P366,Q36963
Q144,P279,Q39201
Q291,P31,Q483394
Q81938,P279,Q169872
Q81938,P279,Q160402
Q81938,P461,Q208195
Q41425,P3095,Q805221
Q43164,P366,Q38695
Q43164,P279,Q180516
Q43164,P1889,Q1778821
Q36507,P527,Q578
Q36507,P111,Q11471
Q12151852,P279,Q205555
Q7366,P31,Q483394
Q1282201,P461,Q15384699
Q1073,P361,Q23640
Q1073,P927,Q23640
Q6498477,P461,Q207894
Q2329,P2184,Q39689
Q2329,P3095,Q593644
Q2329,P1365,Q39689
Q2329,P2578,Q79529
Q2329,P2579,Q11023
Q2329,P138,Q39689
Q11629,P1889,Q93184
Q641118,P527,Q9332
Q641118,P527,Q9415
Q641118,P31,Q151885
Q641118,P2579,Q9418
Q641118,P1269,Q9418
Q202805,P1889,Q161519
Q51616,P921,Q201676
Q8425,P2579,Q21201
Q8425,P31,Q151885
Q8425,P1552,Q188619
Q8425,P2670,Q5
Q127980,P279,Q169336
Q127980,P279,Q214609
Q2920963,P279,Q2095
Q2920963,P527,Q11004
Q706622,P31,Q151885
Q706622,P1382,Q4503831
Q706622,P527,Q4503831
Q80930,P279,Q25372
Q80930,P31,Q483394
Q323227,P31,Q79782
Q211481,P31,Q46337
Q1107,P2079,Q11425
Q1107,P1889,Q11425
Q1107,P1889,Q8274
Q2308809,P279,Q483247
Q3249878,P31,Q8171
Q18957,P461,Q264965
Q166118,P101,Q1379672
Q1436130,P366,Q101017
Q216774,P31,Q151885
Q1522565,P31,Q9415
Q1522565,P1269,Q9418
Q1522565,P1889,Q44619
Q55375,P106,Q28389
Q55375,P106,Q33999
Q55375,P509,Q12078
Q55375,P31,Q5
Q55375,P793,Q8445
Q55375,P793,Q93190
Q7561,P462,Q23444
Q2397485,P366,Q2526135
Q38198189,P1542,Q44619
Q109411,P361,Q259745
Q109411,P461,Q626510
Q600094,P279,Q27939
Q11410,P279,Q173799
Q11410,P279,Q1150958
Q11410,P361,Q11042
Q11410,P1889,Q7889
Q551997,P279,Q214609
Q6646450,P1269,Q6501338
Q1369657,P31,Q9415
Q1369657,P1269,Q9418
Q897,P279,Q11426
Q204170,P461,Q9128
Q289,P279,Q15078788
Q1616750,P279,Q35874
Q189975,P31,Q41710
Q189975,P31,Q2472587
Q353673,P279,Q467
Q353673,P1344,Q49836
Q123705,P361,Q515
Q334173,P31,Q151885
Q334173,P279,Q9332
Q265868,P361,Q7881
Q38757,P106,Q214917
Q38757,P106,Q28389
Q38757,P106,Q49757
Q38757,P106,Q36180
Q38757,P106,Q482980
Q38757,P31,Q5
Q6584340,P279,Q40050
Q6584340,P366,Q38695
Q6266,P460,Q2472587
Q6266,P1889,Q2472587
Q6266,P1889,Q41710
Q13119823,P527,Q7365
Q5,P1552,Q48277
Q5,P1552,Q641118
Q5,P1552,Q223642
Q5,P2579,Q23404
Q5,P1889,Q2472587
Q5,P1889,Q215627
Q5,P2670,Q215627
Q5,P279,Q215627
Q36794,P279,Q264661
Q36794,P527,Q35473
Q36794,P361,Q3947
Q36794,P361,Q42889
Q34516,P366,Q170658
Q34516,P1889,Q130741
Q2576226,P927,Q9645
Q407747,P1478,Q770480
Q256401,P31,Q9415
Q256401,P1269,Q9418
Q218846,P1889,Q4830453
Q21168708,P279,Q157811
Q15384699,P1552,Q1196129
Q15384699,P461,Q1282201
Q10943,P186,Q8495
Q8018,P31,Q5
Q8018,P106,Q4964182
Q8018,P106,Q201788
Q8018,P106,Q49757
Q8018,P106,Q36180
Q8018,P1576,Q45996
Q8018,P101,Q5891
Q8018,P101,Q34178
Q6460735,P2670,Q213449
Q40050,P279,Q11435
Q40050,P279,Q2095
Q58778,P279,Q6671777
Q58778,P1552,Q215772
Q58778,P1552,Q723897
Q58778,P1552,Q52948
Q58778,P2579,Q269699
Q49845,P17,Q38
Q192941,P86,Q7311
Q192941,P31,Q1344
Q192941,P495,Q38
Q42889,P279,Q11019
Q42889,P361,Q4323994
Q5369,P527,Q176903
Q245117,P31,Q483394
Q11019,P279,Q39546
Q11019,P101,Q11023
Q1311,P155,Q1314
Q1311,P461,Q1313
Q1311,P279,Q24384
Q6502154,P279,Q61509
Q1229994,P1995,Q9418
Q79007,P279,Q34442
Q79007,P361,Q319608
Q79007,P527,Q34442
Q79007,P527,Q177749
Q147,P279,Q146
Q6501338,P1995,Q9418
Q11563,P279,Q309314
Q174219,P279,Q214609
Q3962655,P461,Q188572
Q104493,P279,Q1202245
Q104493,P279,Q13649246
Q104493,P1552,Q9492
Q104493,P1552,Q1775867
Q104493,P1552,Q13649246
Q24091434,P279,Q2979
Q1246967,P31,Q5
Q1246967,P106,Q639669
Q82794,P279,Q2221906
Q82794,P1889,Q2221906
Q82794,P1552,Q133346
Q22698,P279,Q2221906
Q32489,P527,Q330946
Q32489,P366,Q196751
Q32489,P366,Q132821
Q783794,P460,Q4830453
Q11635,P279,Q184485
Q9503,P31,Q9415
Q16886469,P1382,Q1074648
Q16886469,P31,Q151885
Q4830453,P460,Q783794
Q1371819,P180,Q344
Q751876,P1382,Q23413
Q751876,P1889,Q23413
Q12271,P279,Q82604
Q12271,P3095,Q42973
Q40080,P279,Q468756
Q8514,P279,Q107425
Q2221906,P1889,Q82794
Q48277,P31,Q151885
Q48277,P2579,Q21201
Q48277,P1889,Q290
Q65111,P106,Q28389
Q65111,P31,Q5
Q65111,P27,Q183
Q193837,P279,Q180516
Q193837,P366,Q35831
Q193837,P1889,Q847950
Q7283,P31,Q466439
Q5852,P366,Q35831
Q5852,P186,Q28823
Q5852,P186,Q42329
Q8063,P461,Q36133
Q2914621,P1889,Q234213
Q2914621,P461,Q2119376
Q8,P31,Q9415
Q8,P461,Q169251
Q8,P460,Q935526
Q8,P460,Q203994
Q8,P1552,Q487
Q10294,P461,Q200535
Q2252077,P1269,Q650711
Q353284,P366,Q46744
Q353284,P460,Q450
Q5107,P279,Q2221906
Q5107,P461,Q9430
Q11469,P279,Q214609
Q36180,P279,Q482980
Q36180,P425,Q37260
Q36180,P31,Q28640
Q23856,P279,Q11422
Q39809,P361,Q4830453
Q39809,P361,Q159810
Q39809,P1269,Q194189
Q39809,P1269,Q174165
Q39809,P527,Q37038
Q39809,P527,Q160151
Q1145275,P31,Q11424
Q1145275,P136,Q188473
Q618779,P461,Q186361
Q618779,P460,Q5257307
Q12202,P31,Q12136
Q200433,P279,Q35872
Q1144825,P31,Q157811
Q1144825,P31,Q151885
Q1144825,P279,Q157811
Q1144825,P1889,Q5167661
Q212878,P461,Q188830
Q212878,P279,Q1196129
Q362547,P461,Q44619
Q362547,P1382,Q208160
Q362547,P279,Q9415
Q502261,P461,Q11461
Q7362,P361,Q23640
Q27914,P31,Q28640
Q12136,P461,Q12147
Q12136,P2579,Q7208
Q12136,P1552,Q169872
Q29710,P279,Q2761147
Q48301,P737,Q9358
Q48301,P737,Q6512
Q48301,P31,Q5
Q48301,P106,Q4964182
Q48301,P106,Q49757
Q48301,P101,Q5891
Q48301,P512,Q849697
Q9358,P106,Q4964182
Q9358,P106,Q49757
Q9358,P106,Q36180
Q9358,P106,Q36834
Q9358,P106,Q482980
Q9358,P31,Q5
Q9358,P27,Q183
Q9358,P512,Q849697
Q9358,P737,Q692
Q9358,P101,Q5891
Q9358,P101,Q35986
Q9358,P101,Q9465
Q9358,P101,Q9418
